s_no,brand_name,description
124,SHISEIDO,"Shade Number: 03Shade Name:  Floating Rose       What it is:This blush and highlighter hybrid is the future of cheek color thanks to a unique cream-powder matrix system that helps this airy powder stay put for eight hours.What it does:In addition to the formula's high color payoff and superior glide, refined mica provides a lit-from-within glow. Similar to a silk kimono, this featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking. Available in ten light-reflecting shades.This product is dermatologist-tested. It is free of oil and fragrance.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty."
115,HERE&NOW,"Black front-open self-striped sweater, collarless, long sleeves, and asymmetric hem"
12,SEJ by Nisha Gupta,Set Content: 1 tissue holderPattern: PrintedColour: Pink and greyFinish: MatteMaterial: Wood
124,SHISEIDO,"What it isThe tapered shape of this tool is perfect for contouring, while the ultra-soft bristles make blending easier than ever. The uniquely tapered, round shape of this brush adapts to the contours of the face and is perfect for applying blush, bronzer, highlighter, and setting powder.What it is:Its carefully balanced blend of crimped and straight synthetic fibers replicate the texture of natural brush hairs. Handcrafted in Japan, this ergonomic tool features a revolutionary hidden core of densely packed, sturdy fibers surrounded by softer bristles for optimal blending.FeaturesHidden Core Technology: Densely packed bristles create a sturdy interior that is surrounded by a perimeter of soft, flexible fibers for easy blending and a streak-free finish.Synthetic Bristles: Compatible with all makeup textures, these animal-friendly fibers feature tapered tips that conform to fine lines and facial contours.Ergonomic Design: Crafted to fit comfortably in the hand, the modern design makes for controlled application."
118,XYXX,"Pack of 2 Blue & Yellow regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes.."
137,Fortune,"A pair of tan brown round-toed formal derbys, has central lace-upsPatent leather upperCushioned footbedTextured leather outsole, has a stacked heel"
117,Next Look,"Brown and Grey striped T-shirt, has a polo collar, short sleeves, and 1 pockets"
115,HERE&NOW,"Navy Blue and Grey printed puffer jacket, has a hooded, 3 pockets, zip closure, long sleeves, straight hem, and polyester"
121,Geox,"A pair of round-toe beige sneakers, has regular styling, lace-up detailLeather upper with perforationsCushioned footbedTextured and patterned outsoleEngineered with waterproof liningWarranty: 6 monthsWarranty provided by brand/manufacturer"
124,SHISEIDO,"Shade Number : 311Shade Name: Vinyl NudeWhat Is It:A featherweight lip shine where high-intensity pigment meets the luminosity of a gloss.What It Does:The unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstick.A custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen.Available in 11 shades, this full-coverage fluid deposits inky color with a vivid, vinyl finish.This product is dermatologist-tested."
121,Geox,"A pair of black open-toed flats, has regular styling, backstrap detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer"
115,HERE&NOW,"Beige self-design bomber jacket, has a mandarin collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining"
53,DressBerry,"Red printed sweatshirt, has a round neck, long sleeves, ribbed hem"
126,Anekaant,"Yellow solid shoulder bag, has a zip closure1 main compartment, 3 inner pocketsTablet sleeve: NoTwo Handles"
12,SEJ by Nisha Gupta,Set content: One runnerType: Table runnerColour: RedFabric: PolycottonShape: RectangularPattern: FloralDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings.
118,XYXX,"Pack of 2 briefs in Navy with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation."
40,Park Avenue,"Blue checked formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket"
159,Flying Machine,"Navy blue and white reversible casual shirtNavy blue, white and red outer with checked pattern throughout, has a spread collar, a full press-button placket, long sleeves, a patch pocket, and a curved hemNavy blue reversible inner, has a spread collar, a full press-button placket, long sleeves, a patch pocket, and a curved hem"
123,ExclusiveLane,Set Content: One keyholderColour: BrownPattern: OwlType: Shelf with magnetic keyholderFEATURES:FEATURES:- Perfect to organize all your keys at one place.- Can also be used as a wall shelf to showcase your small decorative items.- Acts as a wall decor & enhances the beauty of your wall.- The owl block is hand engraved in sheesham wood attached to the key holder.- Made in Sheesham Wood.- Comes with 5 strong embedded magnetic discs to hold up to 5 keys.- The product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process.
118,XYXX,"Pack of 3 Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes.."
114,Carlton London,"Green solid woven A-line top, has a tie-up neck, and three-quarter sleeves with embroidered detail"
117,Next Look,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
115,HERE&NOW,"Grey solid jacket, has a mandarin collar, print on the back, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining"
119,shaze," Silver-plated CZ-studded finger ring, has stylised-shaped design "
115,HERE&NOW,"Lavender solid jacket, has a mandarin collar, print on the back, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining"
12,SEJ by Nisha Gupta,Set content: One runnerType: Table runnerColour: GreenFabric: PolycottonShape: RectangularPattern: PrintedDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings.
140,MASPAR,Set content: 1 duvet cover Size: Single bed Colour: White Pattern: Geometric GSM: 250 GSM
114,Carlton London,"Green solid casual shirt, has a spread collar, three-quarter sleeves, button placket, curved hem"
21,Sera,"Off-White and blue printed kurta with skirtOff-White and blue straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsBlue Printed skirt, has partially elasticated waistband, slip-on closure"
40,Park Avenue,"Pink solid formal shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
143,Ecko Unltd,"Olive Green and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
124,SHISEIDO,"Shade Number : 205Shade Name: Pixel PinkWhat it is:Using revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.What it does:This ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. Available in 28 shades inspired by modern Tokyo. Dermatologist-tested.Features:Triple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated."
12,SEJ by Nisha Gupta,Set content: One runner Type: Table runner Colour: Red and blue Fabric: Polycotton Shape: Rectangular Pattern: Printed Disclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings.
40,Park Avenue,"Blue striped formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket"
12,SEJ by Nisha Gupta,Set Content: 1 tissue holderPattern: PrintedColour: Blue and pinkFinish: MatteMaterial: Wood
114,Carlton London,"Blue solid woven regular top, has a round neck, and three-quarter sleeves with tie-ups"
132,HRX by Hrithik Roshan,Commit to your workouts with the HRX Boy's Training Sweatshirt. This pullover styled sweatshirt keeps you warm throughout your workout while the graphic print makes a smart style statementFeaturesTraining Sweatshirt for your daily workoutsReflective logo printOpening: PulloverNeck: RoundSleeve: Full SleevesPrint: PrintedMaterial and CareKnit Sweatshirt
118,XYXX,"Pack of 3 Black, White & Light Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes.."
