s_no,brand_name,description
39,Lady Lyka,Red and Purple solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
3,Pink,"Blue medium wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
74,Russell Athletic,"Black sweatshirt, has a round neck, long sleeves, a full zip closure, two insert pockets, a ribbed hem, fleece lining"
33,Campus Sutra,"Grey printed T-shirt, has a round neck, and long sleeves"
66,HARBORNBAY,"Navy Blue and White striped T-shirt with embroidered detail, has a round neck, short sleeves, and 1 pocket"
17,JEWEL JUNCTION,A pair of gold-toned and black geometric textured cufflinks
4,Raymond,"Maroon self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem and one pocket"
22,AccessHer," Circular-shaped gold-plated, off-white and green stone-studded clip-on nose ring, has pearl beaded chain secured with S-hook closure "
31,ahilya,"A pair of gold-plated sterling silver drop earrings, has an intricately designed drop encrusted with stones and cut-out detail, has multiple danglersSecured with a fish-hook ear wire"
3,Pink,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops, printed at the sides"
47,Qraa Men,"What It Is?:Qraa Men Intense Acne Therapy KitWhat It Does?:This kit contains:Acne Clearing Face Pack 100gm: Qraa Men Acne Clearing Face Pack with ginger extracts along with the goodness of neem, fuller's earth and turmeric work together to regulate excess oil secretion, clean clogged pores and prevent the recurrence of pimples. The formula has salicylic acid which helps to soothe redness, refines skin texture and prevents further breakouts for clear and mattified skin. This face pack possesses great anti-bacterial properties to suppress acne-causing bacteria along with oil-absorbing ginger root extract that help deliver gingerols to soothe skin.Ingredients: Aqua, Kaolin, Emulsifying Wax, Sandal Wood Extracts, Glycerin, Lemon Oil, Peppermint Oil, Clove Oil, Turmeric Oil, Ginger Extract and Tea Tree Oil.Acne Clearing Face Gel 50gm: Qraa Men Acne Clearing Face Gel with tea tree oil and salicylic acid is a lightweight, anti-acne gel which clears skin. It contains retinol which helps smoothen skin texture and evens out skin tone. The perfect blend of soothing ingredients help balance the skin's microbiome. This hydrating formula also contains sodium lactate, which moisturises skin and helps offset dryness. Salicylic acid refines skin texture and possesses antibacterial properties to suppress acne-causing bacteria and oil-absorbing ginger root extract delivers gingerols to soothe skin.Ingredients: Water, Niacinamide, Glycolic Acid, Glycerin, Phenoxyethanol, Disodium Edta, Allantoin, Tea Tree Oil and Salicylic AcidAcne Clearing Face Wash 100gm: Qraa Men Acne Clearing Face Wash enriched with tea tree oil and natural ingredients, is an effective oil-free foaming cleansing gel that gently cleanses and clears skin, prevents breakouts and blackheads. It effectively unclogs pores and helps control the moisture levels in skin, resulting in fresh, soft, smooth and clear skin.Ingredients: Water, Glycerin, Sodium Chloride, Disodium Edta, Bht, Phenoxyethanol, Tea Tree Oil, Neem Extract and Ginger ExtractHow To Use?:Face Pack: Apply evenly over cleansed face and neck, avoiding the area around the eyes and mouthLet it dry for 10-15 minutes, and remove with a wet sponge or towel. Rinse with cool water. For optimal results, use once a weekFace Gel: Apply a thin, even layer to clean, dry skin.Face Wash: Use twice a day, morning and night. Massage over face, avoiding eye area. Rinse thoroughly and pat skin dry.About The Brand:Qraa Herbal is one of India's leading natural cosmetic companies. It combines ancient wisdom from the Vedas with 21st century technology, to bring out some amazing natural products for skin and hair. Qraa believes in actively utilising herbal ingredients instead of chemicals, synthetic or cruel animal-tested cosmetics. Each of its products contains a combination of extracts of different herbs to protect, heal and enhance the skin, body and hair. Qraa believes that its role is to offer solutions, which will improve the beauty and health of your body and hair."
16,HIGHLANDER,"Navy Blue and white printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket"
33,Campus Sutra,"Charcoal grey and black colourblocked T-shirt, has a round neck, long sleeves"
12,SEJ by Nisha Gupta,Set content: 1 open dry binColour: Pink and bluePattern: Bird printShape: Rectangular
14,PARFAIT,Mauve and pink printed half-coverage Plunge bra with lace detailLightly Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
5,Parx,"Green printed t-shirt, has a polo collar, short sleeves"
17,JEWEL JUNCTION,A pair of silver-toned and black geometric printed cufflinksComes in a signature JEWEL JUNCTION case
28,Soie,Nude full-coverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex
17,JEWEL JUNCTION,A pair of silver-toned and black geometric printed cufflinksComes in a signature JEWEL JUNCTION case
12,SEJ by Nisha Gupta,Set content: 4 table matsShape: RectangleColour: Mustard and greenPattern: PrintedSuitable For: 4 seater tableMaterial: Cotton
77,Blackberrys,"Black ethnic blazer in a patterned weave, has a mandarin collar, single-breasted with a full button closure, long sleeves with buttoned detail, a chest pocket, two welt pockets with flap closures, double vented back hem, and has an attached inner lining with two welt pockets"
18,ID,"A pair of brown square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured TPR outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer"
20,Gini and Jony,"White and Pink dyed woven kaftan top with tie-up, embellished and embroidered detail, has a round neck, short sleeves, and button closure"
11,Homesake,Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: GeometricShade material: FabricBase material: AluminiumSwitch Type: Toggle Button
18,ID,"A pair of black square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured rubber outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer"
11,Homesake,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and purplePattern: SolidShape: GeometricShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb
14,PARFAIT,"Black solid hipster briefs, has an elasticated waistband, double layered gusset"
40,Park Avenue,"Blue printed woven shirt dress, has a mandarin collar, three-quarter sleeves, button closure,, high-low hem"
39,Lady Lyka,Pack of 2 Pink and burgundy solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
3,Pink,"Blue dark wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
20,Gini and Jony,"Pink embroidered woven fit and flare dress with studded detail, has a round neck, short sleeves, concealed zip closure, an attached lining, flared hem, tie-up detail on the back"
93,NEUDIS,Set content: 2 Cushion Covers Colour: Grey Shape: Square Pattern: Striped Closure: Zip
14,PARFAIT,"Charcoal grey solid hipster briefs with lace detail, has inner elasticated waistband, double layered gusset"
20,Gini and Jony,"A pair of black solid knitted joggers with printed detail on the side and back, has an elasticated waistband with drawstring closure, three pockets, cuffed hem"
14,PARFAIT,Pink and grey printed full-coverage Balconette braLightly Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort
35,MIAH Decor,Pattern: PrintedFinish: GlossyMaterial: Ceramic
14,PARFAIT,"Beige solid low-rise hipster briefs with lace detail, has an inner elasticated waistband with lace detail, double layered gusset"
22,AccessHer," Gold-plated and off-white maang tikka, has kundan embellishment detail and pearl beaded droplets  Secured with S-hook closure "
20,Gini and Jony,"White and pink checked mid-rise culotte, has a button & zip closure, and 2 pockets"
45,Stylo Bug,"Turquoise Blue printed A-line dress, has a round neck,, concealed zip closure,, flared hem"
36,BuckleUp,Multicoloured printed beltSecured with a tangWarranty: 1 monthWarranty provided by brand/manufacturer
22,AccessHer," Gold-plated and off-white pearl beaded maang tikka, has kundan embellishment detail and pearl beaded droplets  Secured with S-hook closure "
20,Gini and Jony,"Blue dyed printed T-shirt, has a round neck, and short sleeves"
9,Vishudh,"Pink and orange checked woven maxi dress, has a V-neck, three-quarter sleeves, button closure,, flared hem"
5,Parx,"Grey printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
3,Pink,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loopsComes with a belt"
5,Parx,"Pink and off-white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket"
22,AccessHer,Pink and Gold-Plated enamelled geometric drop earrings and has cubic zirconiaSecured with a post and back
4,Raymond,"Blue solid T-shirt, has a polo collar, short sleeves"
22,AccessHer,Gold-plated necklace with gray enamel details and CZ stones.This necklace comes with adjustable links and lobster claw closureA pair of small matching earrings with push back closure.
12,SEJ by Nisha Gupta,Set content: 1 open dry binColour: Yellow and whitePattern: Floral printShape: Rectangular
9,Vishudh,"Peach-Coloured printed straight kurta, has a mandarin collar, three-quarter sleeves, curved hem, side slits"
94,StyleStone,"Cream-Coloured and orange printed regular top, has a tie-up neck, three-quarter bell sleeves, tie-up detail"
22,AccessHer," Gold-plated and white pearl beaded circular-shaped brooch, has intricate textured detailing  Secured with a safety pin closure "
95,SASSAFRAS,Black solid high-rise semi-sheer trousers and slip-on closure
16,HIGHLANDER,"Black and Grey self-design mid-rise trousers, button closure, and 4 pockets"
96,United Colors of Benetton,"Black floral print knitted sheath dress, has a round neck, sleeveless, a short zip placket on the front, panelling along the waist, and a straight hemline"
5,Parx,"Khaki solid mid-rise regular trousers, has a button closure, four pockets"
78,Playdate,"White and Navy Blue solid knitted A-line dress, has a round neck, short sleeves, and straight hem"
80,Marvel by Wear Your Mind,"Black printed T-shirt, has round neck, short sleeves"
15,Michael Kors,"Sending off sophisticated feminine scent that is truly seductive and exotic, this 'Glam Jasmine ' EDP (Eau De Parfum) from Michael Kors is meant for modern women who are sporty, sexy and glamorous. It has an irresistible fragrance, enlivened by white flowers, jasmine, cassis and sandalwood to leave you lost in the mystic garden that is woody, aromatic and extraordinarily exquisite. It comes in a masterly-crafted glass bottle of 50ml.  "
5,Parx,"Blue printed casual shirt, has a cutaway collar, long sleeves, button placket,  curved hem, one patch pocket"
46,Bvlgari,"NotesTop notes: Violet Leaves absolute, HeliotropeHeart notes: Orris abs, Mimosa absBase notes: Tonka beans, Heart of Vetiver, Sandalwood ess"
20,Gini and Jony,"Khaki solid mid-rise trousers, button closure, and 5 pocketsComes with a belt"
